fund_id,denominacao_social,classe_anbima_raw,nivel1,nivel2_acoes
00000684000121,DEUTSCHE BANK FDO APLIC QUOTAS FDO INV FINANCEIRO - MAX,,Outros,
00000731000137,ITAMARITI CASH FUNDO APLICACAO QUOTAS FDOS INVESTIMENTO,,Outros,
00000732000181,FUNDO APLIC. QUOTAS DE F.I. SANTANDER CURTO PRAZO,,Outros,
00000740000128,FUNDO DE APLIC EM QUOTAS DE FUNDOS DE INV BMC 60 DIAS URV,,Outros,
00000749000139,BALANCE FUNDO APLICACAO QUOTAS FUNDO INVESTIMENTO FINANCEIRO,,Outros,
00000759000174,F APLIC QUOTAS FDO INV FIN RENDA FIXA CASH BANDEIRANTES 60,,Outros,
00000765000121,FDO. APLIC. QUOTAS FDO.INVEST.FINANC.BCOCIDADE RENDA FIXA CP,,Outros,
00016903000160,PERSONNALITE SPR CURTO PRAZO FDO APLIC QUOTAS FDO INV FINANC,,Outros,
00016959000115,FUNDO DE APLIC EM QUOTAS DE FUNDOS DE INV BMC 60 DIAS MASTER,,Outros,
00016979000196,VGB FDO APLICACAO QUOTAS FUNDOS INVESTIMENTO CURTO PRAZO,,Outros,
00016997000178,FAQ DE FIF BOSTONCASH,,Outros,
00056898000110,BMG VIP-FUNDO DE APLICACAO EM QUOTAS DE FUNDOS DE INVEST.,,Outros,
00063893000114,BANDEPE FUNDO DE APLICAÇÃO EM QUOTAS DE FUNDOS DE INVESTIMENTO FORTUNE DI,,Outros,
00066032000190,FUNDO DE APLICACAO EM QFI UNIBANCO FAU N 60,,Outros,
00067875000100,FAQFI HSBC CURTO PRAZO RENDA FIXA OVER - DIARIO,,Outros,
00067956000100,CREDIREAL FUNDO APLICACAO COTAS FUNDOS INVESTIMENTOS-FIX-60,,Outros,
00074281000127,PARANA TRADER FDO DE APLIC EM QUOTAS DE FDOS DE INVESTIMENTO,,Outros,
00078752000175,PROGRESSO FRC-FUNDO DE APLICACAO EM COTAS DE FUNDO INVEST.,,Outros,
00079645000161,AMARIL FRANKLIN FUNDO DE APL. EM QUOTAS F. INVESTIMENTO - CP,,Outros,
00080490000183,ATICO LIQUIDEZ FDO DE APLIC. DE COTAS DE FUNDOS DE INV. - CP,,Outros,
00082562000121,FUNDO PICCHIONI DE APLICACAO EM QUOTAS F. DE INVESTIMENTO-CP,,Outros,
00094294000168,FUNDO DIAMOND APLICACAO EM QUOTAS DE FUNDOS DE INVESTIMENTO,,Outros,
00103644000105,UNIBANCO YIELD FUND FUNDO DE APLIC. EM QUOTAS DE F.I.,,Outros,
00105664000115,BANFORT TRES FUNDO APLICACAO QUOTAS FUNDOS DE INV 60 DIAS,,Outros,
00116887000188,PROVIDE FUNDO APLICACAO QUOTAS FDOS INVESTIMENTO FINANCEIRO,,Outros,
00121892000189,FUNDO INTER-ATLANTICO DE APLICACAO EM QUOTAS FDO DE INVEST,,Outros,
00134151000132,BIA FUNDO DE APLICACAO EM QUOTAS DE FUNDO DE INVESTIMENTO,,Outros,
00140648000163,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST BAMERINDUS CIII,,Outros,
00187000000142,FUNDO CENTRO HISPANO DE APLICACAO EM QUOTAS DE INV FIN CP,,Outros,
00195000000194,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST HSBC XX,,Outros,
00195003000128,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST BAMERINDUS XXI,,Outros,
00198528000117,CITI DI PLUS FDO APLIC QUOTAS FDO INVESTIMENTO FINANCEIRO,,Outros,
00207132000199,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST BAMERINDUS XII,,Outros,
00211290000112,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST HSBC III,,Outros,
00211293000156,FUNDO DE APLICACAO EM QUOTAS DE FUNDOS DE INVEST HSBC XI,,Outros,
00211603000132,PROGRESSO FCI-FUNDO DE APLICACAO EM COTAS FUNDO INVESTIMENTO,,Outros,
00212334000129,IP GAP ABSOLUTO FDO APLIC QUOTAS DE FIF,,Outros,
00229279000180,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST BAMERINDUS XVI,,Outros,
00246557000107,FAQ DE FIF BOSTON FIX II,,Outros,
00254244000109,FONTECINDAM NEUTRO FUNDO DE APLIC. EM QUOTAS DE FIF,,Outros,
00254310000132,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST RENDA FIXA - FEB,,Outros,
00254311000187,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST BAMERINDUS LXXIX,,Outros,
00254313000176,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST BAMERINDUS LXXIV,,Outros,
00271116000165,FUNDO DE APLICACAO EM QUOTAS DE FUNDOS DE INVESTIMENTO HSBC RENDA FIXA 60 - DIARIO,,Outros,
00287228000104,CHASE INSTITUCIONAL FUNDO APLICACAO QUOTAS FUNDO INV FINANC,,Outros,
00290170000158,FDO DE APLIC EM QUOTAS DE FDOS DE INV HSBC MASTER DI DIARIO,,Outros,
00290173000191,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST HSBC LXXVIII,,Outros,
00290176000125,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST HSBC XIX,,Outros,
00293883000175,BANFORT CINCO FUNDO DE APLICACAO QUOTAS FUNDOS INV 60 DIAS,,Outros,
00293901000119,BANFORT DOIS FUNDO DE APLICACAO QUOTAS FUNDOS DE INV 60 DIAS,,Outros,
00305907000169,BOZANO SIMONSEN PORTFOLIO FDO DE APLIC.EM COTAS DE FIF,,Outros,
00306269000109,FDO DE APLIC EM QUOTAS DE FDOS DE INV HSBC MIX PLUS,,Outros,
00306271000170,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST HSBC XXV,,Outros,
00306276000100,FUNDO DE APLICACAO EM QUOTAS DE FUNDOS DE INVEST HSBC XIV,,Outros,
00306280000160,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST BAMERINDUS I,,Outros,
00306559000144,PROSPER PRIVATE DI FAQ FUNDO DE APLICA. EM QUOTAS DE FIF,,Outros,
00310085000104,FDO. APLIC. QUOTAS FDO.INVEST. FINANC. BANCOCIDADE CORPORATE,,Outros,
00320140000147,FUNDO LAVRA SEGMENTO META DE APLIC QUOTAS FUNDOS INV 60,,Outros,
00322696000172,FUNDO DE APLICACAO EM QUOTAS DE FUNDOS DE INVESTIMENTO HSBC DI PLUS,,Outros,
00322697000117,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST BAMERINDUS LXXX,,Outros,
00322703000136,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST BAMERINDUS XXIV,,Outros,
00334639000103,CITIPENSION I FDO DE APL EM QUOTAS DE FUNDO DE INVESTIMENTO,,Outros,
00345853000165,PARAISO FDO APLIC QUOTAS FDO INV FINANCEIRO,,Outros,
00356877000110,FAC DE FIF INTER AMERICAN EXPRESS PRIVATE,,Outros,
00356883000177,FAC DE FIF INTER AMERICAN EXPRESS PERFORMANCE,,Outros,
00358851000100,CITICAMBIAL FUNDO DE APLICACAO EM QUOTAS DE FDO DE INVEST,,Outros,
00363289000103,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST BAMERINDUS LXXXI,,Outros,
00363340000187,PERSONNALITE DERIVATIVOS FDO APLIC COTAS FDO INV FIN,,Outros,
00369890000103,FUNDO DE APLIC EM QUOTAS DE FUNDO INV PARANA DE DERIVATIVOS,,Outros,
00381141000100,SUL AMERICA RENDIMENTUM MASTER DI FUNDO DE INVESTIMENTO FINANCEIRO,,Outros,
00387733000120,ITAU TRUST FIC DI - FDO APLIC QUOTAS FDO INVESTIMENTO,,Outros,
00395453000164,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST BAMERINDUS CII,,Outros,
00395455000153,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST BAMERINDUS CV,,Outros,
00395457000142,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST HSBC LXXV,,Outros,
00401597000186,ICATU INII FDO DE APLICACAO EM QUOTAS DE FDO INV.FINANC.,,Outros,
00403805000186,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST BAMERINDUS XVII,,Outros,
00405244000154,FUNDO DE APLICACAO EM QUOTAS DE FDO INVEST UNIBANCO FAF N 60,,Outros,
00415245000180,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST BAMERINDUS XXVI,,Outros,
00436302000107,LLOYDS CASH FUNDO DE APLICACOES EM QUOTAS DE FUNDOS INV,,Outros,
00454409000188,GARANTIA PORTFOLIO FDO APLICACAO QUOTAS FDO INV FINANCEIRO,,Outros,
00474174000196,CITI INSTITUCIONAL FDO APLICACAO QUOTAS FDO INV FINANCEIRO,,Outros,
00474596000161,CHASE SERRAMBI FDO APLIC QUOTAS FDO INV FINANCEIRO,,Outros,
00532191000132,FUNDO DE APLICACAO EM QUOTAS DE FUNDOS DE INVESTIMENTO HSBC XXXV,,Outros,
00555307000159,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST BAMERINDUS XXXVIII,,Outros,
00567463000130,FDO DE APLIC. EM QUOTAS DE FDO DE INVEST PACTUAL YIELD N,,Outros,
00576320000194,FUNDO DE APLIC EM QUOTAS FDOS INVEST BBA CAPITAL DI PLUS,,Outros,
00588693000185,PLUS LI FUNDO DE APLIC. EM QUOTAS DE FDOS. DE INVESTIMENTO,,Outros,
00589169000129,FAQ DE FIF BOSTON PRIVATE CREDIT MIX,,Outros,
00600216000198,ITAU LAM TRADER - FDO DE APL EM COTAS DE FDOS DE INVESTIMENT,,Outros,
00609323000187,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST HSBC XXVIII,,Outros,
00621411000102,BBG PLUS FUNDO DE APLIC QUOTAS DE FUNDOS DE INVESTIMENTO,,Outros,
00630950000108,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST BAMERINDUS XXX,,Outros,
00630952000199,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST HSBC XXIX,,Outros,
00631001000134,FDO DE APLIC EM QUOTAS FDOS INV HSBC PRIVATE DI 30 - DIARIO,,Outros,
00633188000105,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST BAMERINDUS XXXII,,Outros,
00634318000124,MPE LIVRE FUNDO APLICACAO COTAS FUNDOS INVESTIMENTO 60 DIAS,,Outros,
00634981000129,BANFORT UM FUNDO DE APLICACAO EM QUOTAS DE FUNDOS DE INV 60D,,Outros,
00642406000178,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST BAMERINDUS XXXIII,,Outros,
00660992000183,FUNDO APLIC QUOTAS FUNDOS INV UNIBANCO FIC V N 60,,Outros,
00680281000170,FUNDO DE INVESTIMENTO QUOTAS FUNDO INV FIN CP ABC ROMA,,Outros,
00695598000180,FDO DE APLIC EM QUOTAS DE FDOS DE INV HSBC CAMBIAL SPECIAL,,Outros,
00705157000112,BRADESCO BJ FUNDO DE APLICACAO EM QUOTAS DE FUNDOS DE INVESTIMENTO STRATEGY,,Outros,
00748851000117,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST HSBC C,,Outros,
00748852000161,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST BAMERINDUS XCIX,,Outros,
00748853000106,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST BAMERINDUS XCVIII,,Outros,
00753858000127,FUNDO DE APLICACAO EM COTAS DE FUNDO DE INVESTIMENTO SANTANDER MERIDIONAL RENDA FIXA,,Outros,
00754535000158,FAST FUNDO APLICACAO QUOTAS FUNDO INVESTIMENTO FINANCEIRO,,Outros,
00754540000160,JP MONGAN SPEED FUNDO APLICACAO QUOTAS FDO. INVEST. FINANC.,,Outros,
00758758000193,LLOYDS ASSET FUNDO DE APLICACAO QUOTAS FUNDOS INVESTIMENTO,,Outros,
00772337000117,FDO. APLIC. QUOTAS FDO. INVEST. FINANC. BANCOCIDADE DI PLUS,,Outros,
00777811000101,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST HSBC RENDA CI,,Outros,
00778983000191,FRIZZO PECUNIA FUNDO APLICACAO QUOTAS FUNDOS INVEST CURTO PR,,Outros,
00785364000124,ITAU MONEY MARKET DI FUNDO APLICACAO EM COTAS FUNDOS DE INV,,Outros,
00789968000149,AMERICA DO SUL FAQ DE FUNDOS DE INVESTIMENTO FINANCEIRO -FIX,,Outros,
00792190000127,MERCURY DI FUNDO DE APLICACAO EM COTAS DE FUNDOS DE INV,,Outros,
00792193000160,SCORPION - FUNDO DE APLICACAO EM COTAS DE FUNDOS DE INV,,Outros,
00792194000105,ESTRELA DO SUL DI FUNDO DE APLICACAO EM COTAS DE FUNDOS INV,,Outros,
00792195000150,ANTARES DI FUNDO DE APLICACAO EM COTAS DE FUNDOS DE INV,,Outros,
00792196000102,MASTER DI FUNDO DE APLICACAO EM COTAS DE FUNDOS DE INV,,Outros,
00792197000149,FDO BANDEIRANTES APLIC QUOT FDO INV FIN RF INVEST FIX,,Outros,
00792262000136,FUNDO DE APLICACAO EM QUOTAS DE FDO INVEST OVER CURTO PRAZO,,Outros,
00792336000134,FUNDO UNIBANCO DE APLICACAO QUOTAS DE FUNDOS DE INV MIX 30,,Outros,
00793952000100,BRADESCO FUNDO APLICACAO QUOTAS F.I.R.F CURTO PRAZO FACIL II,,Outros,
00794907000170,FDO DE APLIC EM QUOTAS DE FDOS DE INVEST HSBC XXXIX,,Outros,
00795541000153,PERSONNALITE SPR DI FDO APLIC QUOTAS FDO INV FINANCEIRO,,Outros,
00795543000142,PERSONNALITE SPR SOC DI FDO APLIC QUOTAS FDO INV FINANCEIRO,,Outros,
00795544000197,PRIVBANK I BFB FUNDO DE APLICACAO EM QUOTAS DE FDOS INVEST,,Outros,
00795545000131,PERSONNALITE SPR UNIVERSAL FDO APLIC QUOTAS FDO INV,,Outros,
00795800000146,FUNDO BANCO 1 CONVERSAO DI DE APLIC QUOTAS FUNDOS INVEST,,Outros,
00795801000190,FUNDO UNIBANCO CONVERSAO CAMBIAL APLIC QUOTAS FUNDOS INV,,Outros,
00795803000180,FUNDO UNIBANCO CONVERSAO CURTO PRAZO APLIC QUOTAS FUNDOS INV,,Outros,
00795809000157,FUNDO APLICACAO QUOTAS FUNDOS INV UNIBANCO CONVERSAO R.F.60,,Outros,
00799407000120,BANCO 1 FDO APLIC QUOTAS FDO INVESTIMENTO DI,,Outros,
00799408000175,FUNDO BANCO 1 DE APLICACAO EM QUOTAS FDO INV PRIME DI 60,,Outros,
00799409000110,FUNDO BANCO 1 DE APLICACAO QUOTAS FDO INVEST PRIME RF 60,,Outros,
00799410000144,BANCO 1 DI ADVANTAGE FUNDO DE APLICAÇÃO EM QUOTAS DE FUNDOS DE INVESTIMENTO,,Outros,
00799412000133,FUNDO BANCO 1 DE APLICACAO QUOTAS DE FDO INVEST CAMBIAL 60,,Outros,
00799414000122,FUNDO BANCO 1 DE APLICACAO EM QUOTAS DE FUNDOS DE INV RF 30,,Outros,
00799417000166,FUNDO BANCO 1 DE APLICACAO EM QUOTAS DE FUNDOS DE INV RF 60,,Outros,
00799449000161,BANCO 1 FAC RENDA FIXA OVER,,Outros,
00799557000134,EXCLUSIVE I DI FAC FI,,Outros,
00802346000103,C.VIDIGAL FDO DE APLIC.EM QUOTAS DE FUNDOS DE INVEST.- C.P.,,Outros,
00802349000147,UNIBANCO FUNDO DE APLICACAO EM QUOTAS DE FUNDO DE INVESTIMENTO DI OVER,,Outros,
00802356000149,FUNDO UNIBANCO APLICACAO QUOTAS FUNDOS INV EXPERTISE 60,,Outros,
00802362000104,FUNDO UNIBANCO APLICACAO QUOTAS FDO INV RF 30,,Outros,
00802373000186,FUNDO UNIBANCO DE APLICACAO QUOTAS DE FDO INV CAMBIAL 60,,Outros,
00802383000111,FUNDO UNIBANCO DE APLICACAO QUOTAS FUNDOS INVESTIMENTO RF 60,,Outros,
00802390000113,FUNDO BANCO 1 APLICACAO QUOTAS FDO INV CURTO PRAZO,,Outros,
00802394000100,FUNDO UNIBANCO DE APLICACAO EM QUOTAS FUNDOS INV VIP RF 60,,Outros,
00804092000162,BANDEPE FAQ DE FI FORTINVEST DI,,Outros,
00806234000120,FDO APLIC QUOTAS FDOS INV HSBC CURTO PRAZO FUNDAO - DIARIO,,Outros,
00806284000108,DEUTSCHE BANK FDO INVEST EM COTAS FDO INVEST FINANC FIX,,Outros,
00807705000115,FUNDO FICSA DE APLICACAO EM QUOTAS DE FUNDOS DE INVESTIMENTO,,Outros,
00807793000155,LINEAR MIX 60 FUNDO DE APLICACAO EM QUOTAS DE FUNDOS INV,,Outros,
00807795000144,ENGIZ FUNDO DE APLICACAO EM QUOTAS DE FUNDO DE INVESTIMENTO,,Outros,
00807797000133,BODRUM FUNDO DE APLICACAO EM QUOTAS DE FUNDO DE INVESTIMENTO,,Outros,
00807799000122,IZMIR FUNDO DE APLICACAO EM QUOTAS DE FUNDO DE INVESTIMENTO,,Outros,
00810709000152,FATOR LINEAR DERIVATIVOS FAQ DE FUNDO DE INVESTIMENTO,,Outros,
00810712000176,FATOR LINEAR FAQ - FUNDO DE INVESTIMENTO,,Outros,
00813344000110,REAL FUNDO DE APLICAÇÃO EM QUOTAS DE FUNDOS DE INVESTIMENTO SUPREMO MIX,,Outros,
00813347000153,REAL FAQ DE FI DAILY IV,,Outros,
00814435000170,FUNDO DE APLICACAO EM COTAS DE FDO DE INV SANTANDER PLUS DI,,Outros,
00814438000103,FUNDO APLIC COTAS FDO INVEST.SANTANDER GOLDEN R.FIXA,,Outros,
00814989000177,PONTUALFIX ALPHA FAQ FI,,Outros,
00817085000103,FAQFI RENDA FIXA BANDEIRANTES INVESTFIX 30,,Outros,
00817202000120,FUNDO DE APLIC QUOTAS FUNDOS DE INV UNIBANCO PERFORMANCE 60,,Outros,
00817673000139,CITIPENSION II - FUNDO DE APL. EM QUOTAS DE FDO DE INVEST,,Outros,
00818647000125,FUNDO APLICACAO QUOTAS FUNDOS INVESTIMENTO NOROESTE DI 60,,Outros,
00819019000164,ITAU LAM FOREX CAMBIAL UPPER-FDO DE APL EM COTAS DE FDOS DE,,Outros,
00819030000124,EXCEL FIX FUNDO DE APLICACAO EM QUOTAS DE FUNDOS DE INVEST,,Outros,
00819238000143,FUNDO MUNDINVEST APLICACAO EM QUOTAS FUNDOS INVESTIMENTO -CP,,Outros,
00819858000182,WESTERN ASSET RF ATIVO SILVER FUNDO DE INVESTIMENTO EM COTAS DE FIF RF RESP LIMITADA,,Outros,
00819884000100,CITILIQUIDITY FUNDO DE APL. EM QUOTAS DE FDO DE INVESTIMENTO,,Outros,
00819897000180,CITISTAR FDO APLIC QUOTAS FDO INV,,Outros,
00819907000187,CITIDAILY FUNDO DE APL. EM QUOTAS DE FUNDO DE INVESTIMENTO,,Outros,
00819929000147,WESTERN ASSET DI PLUS FUNDO DE INVESTIMENTO EM COTAS DE FIF RF RESP LIMITADA,,Outros,
00819939000182,CITISPECIAL FUNDO DE APL. EM QUOTAS DE FDO DE INVESTIMENTO,,Outros,
00821352000108,SINTESE FUNDO APLIC EM QUOTAS DE FUNDO INVEST CURTO PRAZO,,Outros,
00821353000152,INDUSTRIAL BRASIL FDO DE APLIC QUOTAS FDO INV CURTO PRAZO,,Outros,
00822052000143,FDO. DE APLIC.EM QUOTAS DE FDO. INV.FIN. BB - EMPRESARIAL 30,,Outros,
00822929000104,FD APL EM Q DE FD INV DE CP BBA CREDIT CURTO PRAZO,,Outros,
00822951000146,FUNDO DE APLIC QUOTAS FDOS INVESTIMENTO BBA CAPITAL FIX,,Outros,
00823049000144,FUNDO APLICACAO QUOTAS FUNDO INV FIN BANORTE CURTO PRAZO,,Outros,
00823511000103,BBA ICATU IN FUNDO DE APLICACAO EM QUOTAS DE FI,,Outros,
00823513000100,ICATU FDO. DE INV. EM QUOTAS DE FDOS. DE INV. FIN.C. PRAZO,,Outros,
00823870000160,BANESTADOVEST PLUS FUNDO DE APLICAÇÃO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
00823871000105,BANESTADO SUPER RF FUNDO DE APLICAÇÃO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
00824717000158,FUNDO BEMGE II FDO APLIC EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
00824719000147,BEMGE PP CURTO PRAZO - FUNDO DE APLICAÇÃO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
00824720000171,BEMGE RENDA FIXA - FDO DE APLIC EM COTAS DE FDOS DE INVESTIM,,Outros,
00824721000116,FUNDO BEMGE I FDO APLIC EM COTAS FDOS DE INVESTIMENTO,,Outros,
00824929000135,ITAU LAM PRIVATE - FDO DE APL EM COTAS DE FDOS DE INVESTIMEN,,Outros,
00825009000131,FUNDO DE APLICACAO EM QUOTAS DE FIF'S CURTO PRAZO MITSUBISHI,,Outros,
00825586000123,BCN RATE FUNDO APLICACAO QUOTAS FUNDOS DE INVESTIMENTO,,Outros,
00825587000178,BCN RETURN FUNDO APLICACAO QUOTAS FUNDOS DE INVESTIMENTO,,Outros,
00825599000100,BCN MONEY FUNDO APLICACAO QUOTAS FUNDOS INVESTIMENTO C PRAZO,,Outros,
00825600000199,BCN PROTECTION FUNDO APLICACAO QUOTAS FUNDOS DE INVESTIMENTO,,Outros,
00826373000116,LLOYDS ANTARES MAJOR-FDO APL QUOTAS FDOS DE INVESTIMENTO,,Outros,
00826376000150,LLOYDS FOCUS 60 FUNDO DE APLICACAO EM QUOTAS FDOS. INVESTIM.,,Outros,
00826382000107,LLOYDS SHORT - FDO APLIC QUOTAS FDO INV FINANCEIRO,,Outros,
00826391000106,ITAU LAM BASIS DI SPECIAL-FDO DE APL EM COTAS DE FDOS DE INV,,Outros,
00826409000161,DIBENS COMMODITIES FUNDO DE APLICACAO EM QUOTAS FUNDOS INV,,Outros,
00826433000109,DIBENS DE RENDA FIXA FUNDO DE APL QUOTAS FUNDO INVESTIMENTO,,Outros,
00826448000169,FUNDO DE APLICACAO EM QUOTAS FDOS DE INV DIBENS DERIVATIVOS,,Outros,
00826614000127,FDO DE APLIC EM QUOTAS FDOS INV CURTO PRAZO BAMERINDUS III,,Outros,
00826815000124,BEG DIARIO DI - FUNDO DE APLICAÇÃO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
00826824000115,BEG - CURTO PRAZO - FUNDO DE APLICAÇÃO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
00826899000104,SOL NASCENTE FIQ FIF - CURTO PRAZO,,Outros,
00826908000159,FUNDO DE APLIC EM QUOTAS DE FIF BOSTON GOLDEN CASH,,Outros,
00827167000120,FUNDO DE APLIC EM QUOTAS DE FIF BOSTON PORTFOLIO II,,Outros,
00827169000110,FUNDO DE APLIC EM QUOTAS DE FIF BOSTON CAPITAL CASH,,Outros,
00827172000133,FUNDO DE APLIC EM QUOTAS DE FIF BOSTON CAPITAL DI30,,Outros,
00827173000188,FUNDO DE APLIC EM QUOTAS DE FIF BOSTON GOLDEN DI30,,Outros,
00827296000119,BANEB FUNDO APLICACAO QUOTAS DE F.INV.R.FIXA-DIARIO I,,Outros,
00827298000108,BANEB FDO DE APLIC EM QTAS DE FDOS INVEST - SELECT I 60 DIAS,,Outros,
00827320000110,FINASA FUNDO DE APLICACAO EM QUOTAS DE F.I. TOPAZIO DI,,Outros,
00827334000133,FINASA FUNDO DE APLICACAO EM QUOTAS DE F.I. MARTE RENDA FIXA,,Outros,
00827339000166,FINASA FUNDO DE APLICACAO EM QUOTAS DE F.I. MIX RENDA FIXA,,Outros,
00827349000100,AMERICA DO SUL FDO DE APLICACAO EM QUOTAS DE FIF - EX 30,,Outros,
00827713000123,PREVOIR-FUNDO DE APLICACAO EM QUOTAS DE FDOS.DE INVESTIMENTO,,Outros,
00828936000105,BOZANO SIMONSEN 30-FUNDO DE APLICACAO EM COTAS DE FIF II,,Outros,
00828953000142,FUNDO DE APLICACAO EM COTAS DE FUNDOS DE INVESTIMENTO SANTANDER RENDA FIXA VIP,,Outros,
00829155000135,BCN ALLIANCE RENDA FIXA FUNDO APLIC QUOTAS DE FDO DE INV FIN,,Outros,
00829272000107,ITAU RENDA FIXA FAC 30 - FUNDO DE APLIC.COTAS DE F.DE INVEST,,Outros,
00829570000199,CHASE INVEST N FUNDO DE INVESTIMENTO FINANCEIRO (60 DIAS),,Outros,
00829577000100,PROCAP FUNDO DE APL EM QUOTAS DE FUNDOS DE INV C PRAZO,,Outros,
00829583000168,VERTICE 60-FUNDO DE APLICACAO EM QUOTAS DE FDOS. DE INVEST.,,Outros,
00830766000101,FDO BANESPA APL COTAS FDO INV FIN R FIXA-PLUS,,Outros,
00830773000103,FDO COINVALORES-LINEAR YIELD DE APLIC. EM QUOATS FDO INVEST.,,Outros,
00831326000160,ABN AMRO FAQ DE FI TARGET DI,,Outros,
00831328000150,ABN AMRO FAQ DE FI CURTO PRAZO,,Outros,
00832417000110,PERSONNALITE DI 30 FDO APLIC QUOTAS FDO INV FINANCEIRO,,Outros,
00832420000134,BFB CT PZO AUTOMATIQUE DE AP EM QTS DE FDS DE INVEST.,,Outros,
00832427000156,PERSONNALITE PLUS DI 30 FDO APLIC QUOTAS FDO INV FIN,,Outros,
00832440000105,ITAU SOCIETE RENDA FIXA 60 FDO APLIC QUOT FDO INV,,Outros,
00832446000182,ITAU SOCIETE DI 60 FDO APLIC QUOTAS FDO INV FINANCEIRO,,Outros,
00832447000127,PERSONNALITE PRIVBANK DERIVATIVOS FDO APLIC COTAS FDO INVEST,,Outros,
00832448000171,BFB IMMEDIAT FUNDO DE APLIC EM QUOTAS DE FUNDOS DE INVEST.,,Outros,
00832452000130,PERSONNALITE PRIVBANK DI FDO APLIC COTAS FDO INVESTIMENTO,,Outros,
00832500000190,FDO COINVALORES-LINEAR DE APLIC. EM QUOTAS DE FDO DE INVEST.,,Outros,
00832692000134,FUNDO DE APLIC.QUOTAS DE FIF SUDAMERIS PERSONA - EX RF 30,,Outros,
00833107000110,PLANNER FDO DE APLICAº`O EM QUOTAS DE FDOS.DE INVEST.-CP-,,Outros,
00833455000198,FUNDO DE APLICACAO EM QUOTAS DE FUNDO DE INV CCF RENDA FIXA,,Outros,
00834470000150,TRIBANCO FDO APLIC EM QUOTAS DE FDOS INVEST FINANC CURTO PZO,,Outros,
00835820000101,FUNDO DIFERENCIAL DE APLIC EM QUOTAS DE FIF CURTO PRAZO,,Outros,
00836454000105,BBA FAST FUNDO DE APLIC. EM QUOTAS DE FUNDOS DE INV.,,Outros,
00836990000100,FAQFI HSBC RENDA FIXA DI 30 FUNCIONARIO - DIARIO,,Outros,
00836993000136,FDO DE APLIC EM QUOTAS FDOS INV HSBC RENDA FIXA 30 - DIARIO,,Outros,
00836996000170,FDO APLIC QUOTAS FDOS INV HSBC RENDA FIXA DI 30 - DIARIO,,Outros,
00838111000171,SLW FUNDO DE APLIC EM QUOTAS DE FUNDO DE INVEST FIN C.P.,,Outros,
00838159000180,FUNDO BANIF PRIMUS APLICACAO EM COTAS DE FDO INV FINANCEIRO,,Outros,
00838160000104,FUNDO PRIMUS DE APLIC EM QUO DE FUNDOS DE INVEST FIN-CURTO P,,Outros,
00838386000105,BRADESCO FUNDO DE APLICACAO EM QUOTAS DE F.I.R.F.DI MINAS 60,,Outros,
00840012000124,FDO DE APLIC EM QUOTAS DE FDO DE INV PACTUAL RENDA FIXA PLUS,,Outros,
00840137000154,BANERJ FAC 30-FUNDO DE APLIC EM COTAS DE FDOS DE INVEST.,,Outros,
00842332000113,FUNDO INTERCAP DE APLIC. EM COTAS DE FDO DE INV-CURTO PRAZO,,Outros,
00842335000157,TENDENCIA FDO APLIC. EM QUOTAS DE FDOS INV C. PZ,,Outros,
00842424000101,CONVEST LIQUIDEZ- F.A.QUOTAS DE FUNDO DE INVEST.CURTO PRAZO,,Outros,
