fund_id,denominacao_social,classe_anbima_raw,nivel1,nivel2_acoes
00888011000150,ABN AMRO FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO GRADED,,Outros,
00888904000103,FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO EXCLUSIVO ADVANTAGE I,,Outros,
00890971000154,TATICA OVER FDO DE INVEST. EM QUOTAS DE FDOS DE INVEST. MULTIMERCADO,,Outros,
00893195000146,PRIVATE PORTFOLIO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO REFERENCIADO DI LONGO PRAZ,,Outros,
00913451000110,FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO ADVANTAGE III CRÉDITO PRIVADO,,Outros,
00919343000154,COINVALORES GOLD MODERADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,,Outros,
00920895000182,HSBC FUNDO DE INVESTIMENTO MULTIMERCADO GLOBAL,,Outros,
00950678000135,UNIBANCO PREVIDÊNCIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA,,Outros,
00972195000131,ITAÚ KEY MIDDLE RENDA FIXA - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
00972549000148,GUAPURUVU FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CREDITO PRIVADO IE,,Outros,
00978119000133,ENTERPRISE FUNDO DE INVESTIMENTO RENDA FIXA,,Outros,
00978278000138,FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO PREMIUM,,Outros,
00985509000130,REVENUE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,,Outros,
00996200000146,FUNDO DE INVESTIMENTO DE AÇÕES SALINE - INVESTIMENTO NO EXTERIOR,Ações Invest. no Exterior,Ações,Internacional
00999013000116,CONFIANÇA E FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,,Outros,
01038163000126,FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO MIXED,,Outros,
01051133000150,HSBC FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ALOCAÇÃO,,Outros,
01094797000104,SANTANDER MASTER RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
01100306000182,ALFA PRIVATE PORTFOLIO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO LP,,Outros,
01100309000116,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FORÇAS REFERENCIADO DI,,Outros,
01100310000140,REAL FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO REFERENCIADO DI EMPRESA I,,Outros,
01100318000107,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DOUTOR REFERENCIADO DI,,Outros,
01108008000139,WESTERN ASSET PRIVATE INCOME DI FICFI RENDA FIXA REFERENCIADO,,Outros,
01108019000119,WESTERN ASSET LIQUIDITY DI FICFI RENDA FIXA REFERENCIADO,,Outros,
01112923000106,CALAIS BETEGELSE RENDA FIXA CRÉDITO PRIVADO - FDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
01135343000126,CYTRUS RENDA FIXA - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
01138485000147,ELECTRA ALLOCATION FUND F.I.C. DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO,,Outros,
01138487000136,GLOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,,Outros,
01146536000182,HSBC FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CURTO PRAZO AUTOMÁTICO,,Outros,
01146542000130,HSBC FICFI REFERENCIADO DI  LONGO PRAZO PRIVATE SPECIAL,,Outros,
01146546000118,HSBC FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO PRIVATE ALOCAÇÃO,,Outros,
01146548000107,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO REFERENCIADO DI BCJ RANDON,,Outros,
01165784000170,HSBC FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO REFERENCIADO DI FUNBANORTE,,Outros,
01165785000115,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO PREVIDENCIÁRIO CAIXA V RENDA FIXA,,Outros,
01165790000128,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO PREVIDENCIÁRIO CAIXA IX RENDA FIXA,,Outros,
01165793000161,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO PREVIDENCIÁRIO CAIXA XII RENDA FIXA,,Outros,
01165795000150,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO PREVIDENCIÁRIO CAIXA XIII RENDA FIXA,,Outros,
01165797000140,FUNDO DE INVESTIMENTO EXCLUSIVO CAIXA GOVERJ RENDA FIXA,,Outros,
01171954000120,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CURTO PRAZO FÁCIL III,,Outros,
01174075000151,ENERPREV FIQ DE FI MULTIMERCADO CRÉDITO PRIVADO BENEFIT,,Outros,
01179065000109,COINVALORES REGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,,Outros,
01214094000164,FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ZEIROS,,Outros,
01252425000150,PAPILLON FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,,Outros,
01257762000130,RACING FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,,Outros,
01257764000120,GROWTH FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,,Outros,
01259655000141,WESTERN ASSET PENSION FUND FIC FI RENDA FIXA CRÉDITO PRIVADO,,Outros,
01259660000154,WESTERN ASSET TOP TARGET DI FICFI RENDA FIXA REFERENCIADO,,Outros,
01260187000125,PORTO SEGURO PARCEIROS RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO LONGO PRA,,Outros,
01261720000173,FIDELIDADE B FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,,Outros,
01261723000107,PRIVATE DI 2 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO REFERENCIADO,,Outros,
01275614000149,UNIBANCO PREVIDÊNCIA DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO REFERENCIADO,,Outros,
01289837000165,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA P-BRAD,,Outros,
01307306000158,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO ARTEMIS MULTIMERCADO,,Outros,
01353624000155,S FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,,Outros,
01394231000190,ORYX MIX II - MULTIMERCADO FUNDO DE APLICAÇÃO EM QUOTAS DE FUNDOS DE INVESTIMENTO,,Outros,
01394743000156,BB MULTIMERCADO EMPRESARIAL LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
01394744000109,BB MULTIMERCADO LP MACRO  200 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
01407668000110,COINVALORES CAMBIAL DOLAR FUNDO DE INVEST COTAS DE FUNDO INVESTIMENTO,,Outros,
01418947000180,FIDELIDADE S FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,,Outros,
01427211000178,ITAÚ TOP MULTIMERCADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
01436943000124,SUPREMO RENDA FIXA - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
01452621000179,PB II FICFI MULTIMERCADO CRÉDITO PRIVADO IE,,Outros,
01471219000131,SAFRA HIGH MIX DI - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO REFERENCIADO DI,,Outros,
01474512000152,UNIBANCO CORPORATE DI CONSÓRCIO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO REFERENCIAD,,Outros,
01476186000112,FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO REFERENCIADO DI MAGGIORE XVII,,Outros,
01496500000129,CONDOR III - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,,Outros,
01496501000173,SAFRA ALLOCATION - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,,Outros,
01508155000104,HSBC FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO HAPPY,,Outros,
01513180000178,ITAÚ PERSONNALITE DYNAMIQUE MULTIMERCADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
01531571000115,LWP FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO FATOR MULTIMERCADO,,Outros,
01537493000166,FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - BFI MAGGIORE L,,Outros,
01543332000185,FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO BFI MAGGIORE LXIX,,Outros,
01543333000120,GLASS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,,Outros,
01553455000105,BB EXCELÊNCIA 21 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO,,Outros,
01554876000142,UIRAPURU II - FUNDO DE INVESTIMENTO RENDA FIXA,,Outros,
01561079000192,WESTERN ASSET DI DAILY FIC FI RENDA FIXA REFERENCIADO,Renda Fixa Duração Baixa Grau de Invest.,Renda Fixa,
01569619000184,REAL FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO REFERENCIADO DI SAÚDE,,Outros,
01569620000109,REAL FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO CURTO PRAZO DAILY B,,Outros,
01571236000140,SUDAMERIS FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO MAGGIORE LXXVIII,,Outros,
01575639000168,WESTERN ASSET PREV FIX PLUS RENDA FIXA FIC FI,,Outros,
01589071000134,ITAÚ FIXED INCOME REFERENCIADO DI - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
01589840000102,CONFIANCE REFERENCIADO DI - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
01594059000118,UNICLASS DOLAR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL,,Outros,
01595247000160,SUDAMERIS FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO MAGGIORE LXXIX,,Outros,
01595369000157,VERAX FUNDO DE INVESTIMENTO EM AÇÕES,,Outros,
01597964000121,GUIDE BRASIL PLURAL HIGH YIELD FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,,Outros,
01601404000101,FUNDO COMPONENTES REFERENCIADO DI - FUNDO DE INVESTIMENTO,,Outros,
01601410000150,ITAÚ PRIVATE LEVERAGE MULTIMERCADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
01604794000165,ABN AMRO FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO REFERENCIADO DI DAM,,Outros,
01605448000100,MB ESPECIAL RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
01606427000109,HSBC FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO LONGO PRAZO FOURNEE,,Outros,
01606510000170,FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO SABESPREV PP,,Outros,
01606583000161,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO REFERENCIADO DI CABRAL,,Outros,
01607887000143,SECTOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO - REFERENCIADO DI,,Outros,
01607900000164,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO FEB CD,,Outros,
01611293000106,BFPP MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
01611313000149,FUNDO DE INVESTIMENTO EM COTAS  DE FUNDOS DE INVESTIMENTO MULTIMERCADO LONGO PRAZO SUCESSO,,Outros,
01615677000105,ESMERALDA PREVIDENCIÁRIO MULTIMERCADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
01615687000132,DIAMANTE - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,,Outros,
01615690000156,FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO PLUTÃO - INVESTIMENTO NO EXTERIOR,,Outros,
01615742000194,ABN AMRO FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO RISK PRIVATE,,Outros,
01616228000173,WESTERN ASSET PRIVATE DURATION FIC FI RENDA FIXA,,Outros,
01616405000111,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO RB,,Outros,
01616407000100,15999 FI MULTIMERCADO CRÉDITO PRIVADO,,Outros,
01616410000124,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CARA,,Outros,
01616730000184,ABROLHOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO REFERENCIADO SELIC,,Outros,
01618474000164,ITAÚ KEY UPPER RENDA FIXA - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
01619938000157,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO 43,,Outros,
01619939000100,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO 44,,Outros,
01620548000105,BNP PARIBAS NICE FIC DE FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO,,Outros,
01620745000116,HIGH DI IB - REFERENCIADO DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
01622229000120,BNP PARIBAS ILLINOIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,,Outros,
01622230000155,MAXI CREDIT FIX RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST,,Outros,
01623385000106,PRIVATE 53 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,,Outros,
01623389000194,TRADIÇÃO Q FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,Multimercados Livre,Multimercado,
01623393000152,TARGET W MULTIMERCADO FUNDO DE INVESTIMENTO  - CRÉDITO PRIVADO,,Outros,
01626686000193,REAL FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO CURTO PRAZO CORRENTE AUTOMÁTICO,,Outros,
01626802000174,CSHG ALLOCATION BTG PACTUAL HIGH YIELD FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO,,Outros,
01627293000102,SUDAMERIS FUNDO DE INVESTIMENTO EM QUOTAS DEN DUNDOS DE INVESTIMENTO RENDA FIXA BONUS,,Outros,
01627295000193,FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO REFERENCIADO DI PORTO SEGURO,,Outros,
01629097000169,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA VOX,,Outros,
01631235000144,ITAÚ REFERENCIADO DI - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
01634644000102,JMALUCELLI TERRAZUL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,,Outros,
01634650000151,TULIPA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,,Outros,
01645916000161,FINACAP FUNDO DE INVESTIMENTO EM AÇÕES,,Outros,
01655959000128,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO SANTANDER INSURANCE CRÉD PRIV,,Outros,
01663433000190,CSHG JCTM FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,,Outros,
01671480000185,SANTOS VIRTUAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,,Outros,
01712104000191,FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO PREVIDENCIÁRIO LAGUNA RENDA FIXA,,Outros,
01744800000180,PAN ADVANCE FAC DE FIF 60 DIAS RF,,Outros,
01803370000120,HG STRATEGY III FUNDO DE INVESTIMENTO EM AÇÕES,,Outros,
01815404000104,DIVERSIFICADO MULTIMERCADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
01815996000156,FUNDO DE INVESTIMENTO EM COTAS DE FI BOSTON MULTIPORTFOLIO MODERATE - MULTIMERCADO,,Outros,
01833312000149,BB PRIME 11 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA,,Outros,
01842560000156,CSHG BELLA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO-CRÉDITO PRIVADO IE,,Outros,
01842562000145,ARROBA FIC FI MULTIMERCADO CRÉDITO PRIVADO,,Outros,
01871099000160,PB FUNDO DE INVESTIMENTO EM AÇÕES,,Outros,
01960689000169,CUP RENDA FIXA CRÉDITO PRIVADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
01972291000142,PREMIUM RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
01984958000127,DUNA RENDA FIXA CRÉDITO PRIVADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
01999385000105,BANESTADO 7818 RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
02010172000171,BB REFERENCIADO DI PRINCIPAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
02017791000198,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA PROGRESSIVE,,Outros,
02017792000132,ABN AMRO AS FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO MARTINI,,Outros,
02017793000187,ABN AMRO AS FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO DOMINANT,,Outros,
02033688000131,PLANNER CASH FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,,Outros,
02037766000176,FUNDO DE INVESTIMENTO RENDA FIXA AVENUE,,Outros,
02054717000141,ITAÚ PERSONNALITÉ AUTOMATIQUE CURTO PRAZO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
02082079000172,ITAÚ PERSONNALITÉ FIEX III DÍVIDA EXTERNA - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
02117671000162,ITAÚ CELI MULTIMERCADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,Multimercados Livre,Multimercado,
02117720000167,HG HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,,Outros,
02120556000147,SUDAMERIS FUNDO DE INVESTIMENTO EM QUOTAS REFERENCIADO DI CORPORATIVO0,,Outros,
02120736000129,SAFRA EXECUTIVE PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA,,Outros,
02123535000185,FUND - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,,Outros,
02151172000191,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO REFERENCIADO SELIC THETA SISTEL,,Outros,
02181019000107,UBS PACTUAL MULTICARTEIRA CONSERVADOR FIQ DE FUNDOS DE INVESTIMENTO MULTIMERCADO,,Outros,
02181153000108,UBS PACTUAL MULTICARTEIRA MODERADO FUNDO DE INVESTIMENTO MULTIMERCADO,,Outros,
02181260000136,UBS PACTUAL MULTICARTEIRA AGRESSIVO FUNDO DE INVESTIMENTO MULTIMERCADO,,Outros,
02201500000117,XP MULTIGESTOR TOP PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Livre,Multimercado,
02203965000107,BANERJ EMPRESA REFERENCIADO DI - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
02212548000120,ITAÚ PACTUAL HIGH YIELD MULTIMERCADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
02224353000109,ABN AMRO FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO REFERENCIADO DI PROFIT PLUS,,Outros,
02224375000160,ABN AMRO FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO REFERENCIADO DI CREDIT PLUS,,Outros,
02224377000150,BANDEPE FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO REFERENCIADO DI SPECIAL,,Outros,
02224379000149,ABN AMRO FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO RISK PLUS,,Outros,
02233665000170,NIC FIC REFERENCIADO DI CRÉDITO PRIVADO LP,,Outros,
02245351000198,COINVALORES MULTI MANAGER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,,Outros,
02260682000105,FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO AUSTRALES,,Outros,
02278811000184,SANTANDER FI PB MARKEN MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO,,Outros,
02282597000130,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL SANTANDER,,Outros,
02284240000190,FLORA MULTIMERCADO CRÉDITO PRIVADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
02284241000135,SILVER RENDA FIXA CRÉDITO PRIVADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
02293860000196,FUNDO DE INVESTIMENTO RENDA FIXA FAROL ALM III,,Outros,
02293862000185,FICFI MULTIMERCADO LONGO PRAZO CRÉDITO PRIVADO JACO I,,Outros,
02293873000165,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO BRESCIA,,Outros,
02294029000159,BNP PARIBAS EMASL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,,Outros,
02294033000117,SANTANDER PB BRSL MULTIMERCADO FUNDO DE INVESTIMENTO,Multimercados Livre,Multimercado,
02297126000103,HSBC FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ANTARES,,Outros,
02301098000142,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO BOSTON PRIVATE STRATEGY - MULTIMERCADO,,Outros,
02376687000190,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MAX BR REFERENCIADO DI,,Outros,
02376819000183,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MAX BR RENDA FIXA,,Outros,
02376884000109,SUDAMERIS FUNDO DE INVESTIMENTO EM QUOTAS RENDA FIXA CORPORATIVO,,Outros,
02376888000197,SUDAMERIS FUNDO DE INVESTIMENTO EM QUOTAS REFERENCIADO DI MAX 2,,Outros,
02386736000175,FUNDO DE INVESTIMENTO DE AÇÕES HSBC BRASIL,,Outros,
02421171000110,INVESTOR I RENDA FIXA CRÉDITO PRIVADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,,Outros,
02423569000195,SANTANDER FIC FI SUPREMO RENDA FIXA REFERENCIADO DI,Renda Fixa Duração Baixa Grau de Invest.,Renda Fixa,
02467602000189,HSBC FUNDO DE INVESTIMENTO EM COTAS  DE FUNDOS  DE INVESTIMENTO RENDA FIXA LONGO PRAZO VENEZA,,Outros,
02474264000102,UNIBANCO DI PREMIUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO REFERENCIADO,,Outros,
02474266000100,UNICLASS ARROJADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,,Outros,
02476462000105,FUNDO DE INVESTIMENTO  EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO LONGO PRAZO SECULO,,Outros,
02489088000182,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO REFERENCIADO DI MIX INSTITUCIONAL,,Outros,
02489335000140,COLUMBUS - FUNDO DE INVESTIMENTO EM AÇÕES,,Outros,
02496212000137,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO LONGO PRAZO - PAULISTA PLUS,,Outros,
